"country_code","country_full","brand","model","num_ads","total_ads"
17,"germany","VW","GOLF",227792,5638816
17,"germany","OPEL","CORSA",109231,5638816
17,"germany","VW","TIGUAN",83993,5638816
17,"germany","OPEL","ASTRA",82863,5638816
17,"germany","VW","POLO",79581,5638816
17,"germany","FORD","FOCUS",74265,5638816
17,"germany","VW","T-ROC",73419,5638816
17,"germany","AUDI","A3",71231,5638816
17,"germany","AUDI","A4",68956,5638816
17,"germany","SKODA","OCTAVIA",68745,5638816
17,"germany","AUDI","A6",63273,5638816
17,"germany","VW","PASSAT",57375,5638816
17,"germany","FORD","KUGA",56600,5638816
17,"germany","SKODA","FABIA",48250,5638816
17,"germany","VW","TOURAN",47274,5638816
17,"germany","BMW","320",46367,5638816
17,"germany","SEAT","LEON",43551,5638816
17,"germany","FORD","FIESTA",42574,5638816
17,"germany","VW","CADDY",42365,5638816
17,"germany","BMW","X3",40416,5638816
17,"germany","OPEL","MOKKA",37244,5638816
17,"germany","BMW","X1",36751,5638816
17,"germany","HYUNDAI","TUCSON",36290,5638816
17,"germany","SEAT","IBIZA",35963,5638816
17,"germany","CUPRA","FORMENTOR",34398,5638816
17,"germany","AUDI","Q3",34141,5638816
17,"germany","AUDI","Q5",33543,5638816
17,"germany","VW","T-CROSS",33100,5638816
17,"germany","AUDI","A5",32880,5638816
17,"germany","PEUGEOT","208",31576,5638816
17,"germany","HYUNDAI","I30",31493,5638816
17,"germany","VW","PASSAT VARIANT",31157,5638816
17,"germany","MERCEDES_BENZ","VITO",29773,5638816
17,"germany","FORD","PUMA",29320,5638816
17,"germany","BMW","118",29269,5638816
17,"germany","NISSAN","QASHQAI",28520,5638816
17,"germany","PEUGEOT","2008",27789,5638816
17,"germany","BMW","X5",27695,5638816
17,"germany","BMW","520",26910,5638816
17,"germany","SKODA","KODIAQ",26312,5638816
17,"germany","PEUGEOT","3008",26205,5638816
17,"germany","RENAULT","CLIO",26162,5638816
17,"germany","AUDI","A1",25773,5638816
17,"germany","MERCEDES_BENZ","C 180",25773,5638816
17,"germany","SKODA","SUPERB",25620,5638816
17,"germany","MERCEDES_BENZ","C 200",25448,5638816
17,"germany","MERCEDES_BENZ","C 220",25228,5638816
17,"germany","BMW","318",24836,5638816
17,"germany","SKODA","KAROQ",24228,5638816
17,"germany","OPEL","INSIGNIA",24172,5638816
17,"germany","VW","TAIGO",24096,5638816
17,"germany","DACIA","DUSTER",24019,5638816
17,"germany","SEAT","ARONA",24003,5638816
17,"germany","BMW","530",23724,5638816
17,"germany","FIAT","500",23656,5638816
17,"germany","MERCEDES_BENZ","E 220",23448,5638816
17,"germany","KIA","SPORTAGE",23160,5638816
17,"germany","MERCEDES_BENZ","E 300",22784,5638816
17,"germany","SKODA","KAMIQ",22772,5638816
17,"germany","BMW","330",22657,5638816
17,"germany","FORD","TRANSIT",22456,5638816
17,"germany","MERCEDES_BENZ","SPRINTER",22388,5638816
17,"germany","TOYOTA","YARIS",22177,5638816
17,"germany","DACIA","SANDERO",22167,5638816
17,"germany","MERCEDES_BENZ","V 300",22052,5638816
17,"germany","MERCEDES_BENZ","A 180",21584,5638816
17,"germany","AUDI","Q2",21443,5638816
17,"germany","HYUNDAI","I20",21374,5638816
17,"germany","CUPRA","LEON",20824,5638816
17,"germany","MERCEDES_BENZ","C 300",20121,5638816
17,"germany","VW","TIGUAN ALLSPACE",20092,5638816
17,"germany","MERCEDES_BENZ","GLC 300",20040,5638816
17,"germany","HYUNDAI","I10",19386,5638816
17,"germany","RENAULT","TWINGO",18936,5638816
17,"germany","PEUGEOT","308",18701,5638816
17,"germany","MINI","COOPER",18586,5638816
17,"germany","HYUNDAI","KONA",18578,5638816
17,"germany","FORD","TRANSIT CUSTOM",18289,5638816
17,"germany","RENAULT","CAPTUR",18288,5638816
17,"germany","RENAULT","MEGANE",18247,5638816
17,"germany","SEAT","ATECA",17778,5638816
17,"germany","MERCEDES_BENZ","A 200",17611,5638816
17,"germany","BMW","116",17472,5638816
17,"germany","MERCEDES_BENZ","B 200",17371,5638816
17,"germany","MERCEDES_BENZ","E 200",17304,5638816
17,"germany","OPEL","GRANDLAND X",17219,5638816
17,"germany","VW","TOUAREG",17174,5638816
17,"germany","PORSCHE","CAYENNE",16666,5638816
17,"germany","MERCEDES_BENZ","B 180",16343,5638816
17,"germany","CITROEN","C3",16031,5638816
17,"germany","MINI","COOPER S",15084,5638816
17,"germany","TOYOTA","AYGO",14949,5638816
17,"germany","MERCEDES_BENZ","CLA 200",14625,5638816
17,"germany","VW","ARTEON",14611,5638816
17,"germany","FORD","MONDEO",14278,5638816
17,"germany","OPEL","MERIVA",14152,5638816
17,"germany","VOLVO","XC60",14092,5638816
17,"germany","VW","ID.3",13998,5638816
17,"germany","BMW","218",13981,5638816
17,"germany","AUDI","Q4 E-TRON",13932,5638816
17,"germany","OPEL","CROSSLAND X",13661,5638816
17,"germany","PEUGEOT","5008",13631,5638816
17,"germany","BMW","120",13570,5638816
17,"germany","MERCEDES_BENZ","V 250",13509,5638816
17,"germany","FIAT","500C",13413,5638816
17,"germany","TOYOTA","COROLLA",12913,5638816
17,"germany","OPEL","ZAFIRA",12831,5638816
17,"germany","VW","T7 MULTIVAN",12791,5638816
17,"germany","MINI","ONE",12578,5638816
17,"germany","SKODA","SCALA",12474,5638816
17,"germany","MERCEDES_BENZ","GLE 350",12338,5638816
17,"germany","AUDI","Q7",12139,5638816
17,"germany","VW","T6 MULTIVAN",12122,5638816
17,"germany","FORD","RANGER",12099,5638816
17,"germany","MERCEDES_BENZ","GLC 220",12084,5638816
17,"germany","VW","CRAFTER",12017,5638816
17,"germany","VW","T6 TRANSPORTER",11926,5638816
17,"germany","VW","ID.4",11875,5638816
17,"germany","FORD","S-MAX",11865,5638816
17,"germany","FORD","TOURNEO CUSTOM",11845,5638816
17,"germany","JEEP","COMPASS",11748,5638816
17,"germany","SMART","FORTWO",11715,5638816
17,"germany","MAZDA","CX-5",11698,5638816
17,"germany","CITROEN","BERLINGO",11347,5638816
17,"germany","RENAULT","ZOE",11235,5638816
17,"germany","VW","UP!",11101,5638816
17,"germany","OPEL","GRANDLAND",11086,5638816
17,"germany","CITROEN","C4",10959,5638816
17,"germany","FIAT","PANDA",10846,5638816
17,"germany","BMW","X2",10708,5638816
17,"germany","VW","SHARAN",10449,5638816
17,"germany","KIA","CEED / CEE'D",10413,5638816
17,"germany","KIA","PICANTO",10390,5638816
17,"germany","MERCEDES_BENZ","GLA 200",10383,5638816
17,"germany","NISSAN","JUKE",10211,5638816
17,"germany","MERCEDES_BENZ","GLC 200",10136,5638816
17,"germany","FIAT","500E",10105,5638816
17,"germany","MERCEDES_BENZ","A 250",10037,5638816
17,"germany","VOLVO","XC 60",9962,5638816
17,"germany","MAZDA","3",9960,5638816
17,"germany","MITSUBISHI","SPACE STAR",9933,5638816
17,"germany","FORD","C-MAX",9921,5638816
17,"germany","OPEL","ADAM",9914,5638816
17,"germany","TOYOTA","RAV 4",9857,5638816
17,"germany","VW","UP",9845,5638816
17,"germany","RENAULT","TRAFIC",9827,5638816
17,"germany","TOYOTA","C-HR",9755,5638816
17,"germany","FORD","ECOSPORT",9744,5638816
17,"germany","OPEL","VIVARO",9702,5638816
17,"germany","RENAULT","SCENIC",9548,5638816
17,"germany","VOLVO","V60",9445,5638816
17,"germany","SUZUKI","SWIFT",9398,5638816
17,"germany","PORSCHE","MACAN",9357,5638816
17,"germany","LAND_ROVER","RANGE ROVER EVOQUE",9149,5638816
17,"germany","CUPRA","ATECA",9079,5638816
17,"germany","RENAULT","KANGOO",9056,5638816
17,"germany","CUPRA","TERRAMAR",9040,5638816
17,"germany","MERCEDES_BENZ","CLA 180",8932,5638816
17,"germany","PORSCHE","992",8715,5638816
17,"germany","MAZDA","2",8583,5638816
17,"germany","NISSAN","X-TRAIL",8490,5638816
17,"germany","BMW","X4",8480,5638816
17,"germany","NISSAN","MICRA",8457,5638816
17,"germany","MERCEDES_BENZ","CLA 250",8110,5638816
17,"germany","BMW","420",8050,5638816
17,"germany","MAZDA","6",7992,5638816
17,"germany","MERCEDES_BENZ","E 350",7968,5638816
17,"germany","SEAT","TARRACO",7888,5638816
17,"germany","VW","T5 TRANSPORTER",7866,5638816
17,"germany","BMW","X6",7821,5638816
17,"germany","BMW","220",7780,5638816
17,"germany","MERCEDES_BENZ","GLB 200",7724,5638816
17,"germany","VOLVO","XC40",7601,5638816
17,"germany","SEAT","ALHAMBRA",7563,5638816
17,"germany","KIA","XCEED",7538,5638816
17,"germany","OPEL","COMBO",7457,5638816
17,"germany","PEUGEOT","207",7432,5638816
17,"germany","MERCEDES_BENZ","CITAN",7270,5638816
17,"germany","SUZUKI","VITARA",7169,5638816
17,"germany","KIA","CEED SW / CEE'D SW",7129,5638816
17,"germany","AUDI","E-TRON",7032,5638816
17,"germany","JEEP","RENEGADE",7004,5638816
17,"germany","SKODA","ENYAQ",6995,5638816
17,"germany","HYUNDAI","IONIQ 5",6975,5638816
17,"germany","OPEL","MOKKA-E",6958,5638816
17,"germany","AUDI","S3",6946,5638816
17,"germany","FIAT","DUCATO",6866,5638816
17,"germany","AUDI","SQ5",6768,5638816
17,"germany","DACIA","JOGGER",6747,5638816
17,"germany","MERCEDES_BENZ","V 220",6702,5638816
17,"germany","FORD","MUSTANG",6674,5638816
17,"germany","VW","T5 MULTIVAN",6654,5638816
17,"germany","KIA","SORENTO",6640,5638816
17,"germany","AUDI","TT",6632,5638816
17,"germany","VOLVO","XC90",6555,5638816
17,"germany","AUDI","S6",6452,5638816
17,"germany","CITROEN","C5 AIRCROSS",6381,5638816
17,"germany","AUDI","Q8",6369,5638816
17,"germany","BMW","540",6303,5638816
17,"germany","DACIA","SPRING",6288,5638816
17,"germany","TOYOTA","YARIS CROSS",6284,5638816
17,"germany","MAZDA","CX-30",6265,5638816
17,"germany","PORSCHE","PANAMERA",6230,5638816
17,"germany","LAND_ROVER","RANGE ROVER SPORT",6128,5638816
17,"germany","OPEL","CROSSLAND",6104,5638816
17,"germany","BMW","525",6019,5638816
17,"germany","PEUGEOT","508",5989,5638816
17,"germany","AUDI","RS6",5943,5638816
17,"germany","MITSUBISHI","OUTLANDER",5915,5638816
17,"germany","RENAULT","KADJAR",5907,5638816
17,"germany","TOYOTA","PROACE",5852,5638816
17,"germany","KIA","STONIC",5827,5638816
17,"germany","HYUNDAI","SANTA FE",5816,5638816
17,"germany","CITROEN","C3 AIRCROSS",5789,5638816
17,"germany","SKODA","YETI",5685,5638816
17,"germany","MITSUBISHI","ECLIPSE CROSS",5630,5638816
17,"germany","PORSCHE","911",5483,5638816
17,"germany","MERCEDES_BENZ","GLA 250",5454,5638816
17,"germany","VOLVO","XC 40",5442,5638816
17,"germany","VW","T6 CALIFORNIA",5376,5638816
17,"germany","FORD","GALAXY",5376,5638816
17,"germany","PEUGEOT","206",5332,5638816
17,"germany","CUPRA","BORN",5329,5638816
17,"germany","HONDA","CIVIC",5316,5638816
17,"germany","TOYOTA","AURIS",5287,5638816
17,"germany","FIAT","500X",5253,5638816
17,"germany","AUDI","A8",5201,5638816
17,"germany","AUDI","RS3",5164,5638816
17,"germany","TESLA","MODEL 3",5147,5638816
17,"germany","VW","ID.7",5087,5638816
17,"germany","MERCEDES_BENZ","EQA 250",5081,5638816
17,"germany","BMW","I4",5068,5638816
17,"germany","MERCEDES_BENZ","AMG GT",5064,5638816
17,"germany","LAND_ROVER","DEFENDER",5060,5638816
17,"germany","MERCEDES_BENZ","CLA 220",5036,5638816
17,"germany","FORD","TRANSIT CONNECT",4968,5638816
17,"germany","FORD","TOURNEO COURIER",4968,5638816
17,"germany","JEEP","AVENGER",4967,5638816
17,"germany","BMW","325",4962,5638816
17,"germany","DODGE","RAM",4947,5638816
17,"germany","JEEP","WRANGLER",4912,5638816
17,"germany","BMW","Z4",4871,5638816
17,"germany","MERCEDES_BENZ","C 250",4856,5638816
17,"germany","VW","AMAROK",4854,5638816
17,"germany","RENAULT","MASTER",4853,5638816
17,"germany","MITSUBISHI","ASX",4842,5638816
17,"germany","SKODA","CITIGO",4790,5638816
17,"germany","FIAT","DOBLO",4754,5638816
17,"germany","VW","BEETLE",4742,5638816
17,"germany","HONDA","JAZZ",4742,5638816
17,"germany","KIA","RIO",4716,5638816
17,"germany","PORSCHE","TAYCAN",4705,5638816
17,"germany","AUDI","A7",4694,5638816
17,"germany","MERCEDES_BENZ","A 160",4663,5638816
17,"germany","MERCEDES_BENZ","C 63 AMG",4654,5638816
17,"germany","LAND_ROVER","DISCOVERY SPORT",4641,5638816
17,"germany","MERCEDES_BENZ","SLK 200",4641,5638816
17,"germany","JEEP","GRAND CHEROKEE",4636,5638816
17,"germany","DACIA","LOGAN",4636,5638816
17,"germany","CITROEN","C1",4620,5638816
17,"germany","VOLVO","XC 90",4600,5638816
17,"germany","LAND_ROVER","RANGE ROVER VELAR",4589,5638816
17,"germany","KIA","NIRO",4587,5638816
17,"germany","MERCEDES_BENZ","E 400",4575,5638816
17,"germany","MINI","COOPER SE",4558,5638816
17,"germany","MAZDA","CX-3",4471,5638816
17,"germany","BMW","I3",4455,5638816
17,"germany","HONDA","CR-V",4452,5638816
17,"germany","BMW","430",4439,5638816
17,"germany","RENAULT","ARKANA",4429,5638816
17,"germany","BMW","316",4419,5638816
17,"germany","KIA","CEE'D",4417,5638816
17,"germany","MITSUBISHI","COLT",4389,5638816
17,"germany","MAZDA","CX-60",4383,5638816
17,"germany","MERCEDES_BENZ","B 250",4364,5638816
17,"germany","OPEL","MOKKA X",4334,5638816
17,"germany","VW","OTHERS",4286,5638816
17,"germany","FIAT","TIPO",4269,5638816
17,"germany","MERCEDES_BENZ","GLC 250",4267,5638816
17,"germany","OPEL","ZAFIRA LIFE",4208,5638816
17,"germany","MERCEDES_BENZ","C 43 AMG",4208,5638816
17,"germany","VW","GOLF SPORTSVAN",4195,5638816
17,"germany","SUZUKI","JIMNY",4189,5638816
17,"germany","PORSCHE","991",4178,5638816
17,"germany","MERCEDES_BENZ","GLA 180",4176,5638816
17,"germany","BMW","IX",4175,5638816
17,"germany","MERCEDES_BENZ","EQB 300",4170,5638816
17,"germany","BMW","218 ACTIVE TOURER",4126,5638816
17,"germany","FORD","B-MAX",4089,5638816
17,"germany","MERCEDES_BENZ","E 250",4058,5638816
17,"germany","MERCEDES_BENZ","EQA 300",4038,5638816
17,"germany","BMW","M4",4035,5638816
17,"germany","VW","GOLF PLUS",4022,5638816
17,"germany","DACIA","DOKKER",4010,5638816
17,"germany","AUDI","S5",4002,5638816
17,"germany","LAND_ROVER","DISCOVERY",3994,5638816
17,"germany","BMW","M3",3987,5638816
17,"germany","PORSCHE","BOXSTER",3880,5638816
17,"germany","PEUGEOT","BOXER",3874,5638816
17,"germany","MERCEDES_BENZ","G 63 AMG",3871,5638816
17,"germany","OPEL","MOVANO",3854,5638816
17,"germany","MERCEDES_BENZ","A 220",3835,5638816
17,"germany","MERCEDES_BENZ","T-CLASS",3812,5638816
17,"germany","RENAULT","KOLEOS",3811,5638816
17,"germany","SEAT","MII",3797,5638816
17,"germany","CITROEN","JUMPER",3787,5638816
17,"germany","OPEL","CORSA-E",3713,5638816
17,"germany","HYUNDAI","IX35",3652,5638816
17,"germany","PEUGEOT","PARTNER",3650,5638816
17,"germany","MAZDA","MX-5",3634,5638816
17,"germany","VW","E-UP!",3632,5638816
17,"germany","ALFA_ROMEO","STELVIO",3620,5638816
17,"germany","VW","CADDY MAXI",3566,5638816
17,"germany","HYUNDAI","BAYON",3565,5638816
17,"germany","FORD","TOURNEO CONNECT",3545,5638816
17,"germany","AUDI","A6 ALLROAD",3502,5638816
17,"germany","FORD","GRAND C-MAX",3486,5638816
17,"germany","KIA","CEE'D SPORTY WAGON",3481,5638816
17,"germany","SKODA","ROOMSTER",3480,5638816
17,"germany","TOYOTA","AVENSIS",3464,5638816
17,"germany","MERCEDES_BENZ","S 350",3455,5638816
17,"germany","JAGUAR","F-PACE",3430,5638816
17,"germany","MERCEDES_BENZ","GLE 450",3428,5638816
17,"germany","MERCEDES_BENZ","GLE 400",3425,5638816
17,"germany","MERCEDES_BENZ","VIANO",3425,5638816
17,"germany","VW","TAYRON",3414,5638816
17,"germany","RENAULT","AUSTRAL",3400,5638816
17,"germany","KIA","PROCEED / PRO_CEE'D",3395,5638816
17,"germany","MERCEDES_BENZ","GLB 220",3355,5638816
17,"germany","AUDI","A4 ALLROAD",3355,5638816
17,"germany","SMART","FORFOUR",3334,5638816
17,"germany","MERCEDES_BENZ","GLA 220",3311,5638816
17,"germany","OPEL","ZAFIRA TOURER",3289,5638816
17,"germany","BMW","M2",3273,5638816
17,"germany","LAND_ROVER","RANGE ROVER",3270,5638816
17,"germany","DACIA","LODGY",3247,5638816
17,"germany","VOLVO","V90",3219,5638816
17,"germany","VW","PASSAT ALLTRACK",3197,5638816
17,"germany","TESLA","MODEL Y",3190,5638816
17,"germany","RENAULT","ESPACE",3180,5638816
17,"germany","CITROEN","SPACETOURER",3161,5638816
17,"germany","VW","ID.5",3127,5638816
17,"germany","BMW","X7",3127,5638816
17,"germany","BMW","OTHERS",3126,5638816
17,"germany","OPEL","COMBO LIFE",3103,5638816
17,"germany","MERCEDES_BENZ","A 150",3103,5638816
17,"germany","AUDI","SQ7",3094,5638816
17,"germany","MINI","COOPER_S",3088,5638816
17,"germany","FIAT","PUNTO",3083,5638816
17,"germany","MAZDA","MX-30",3080,5638816
17,"germany","MERCEDES_BENZ","ML 350",3037,5638816
17,"germany","BMW","IX1",3029,5638816
17,"germany","SUZUKI","IGNIS",3006,5638816
17,"germany","NISSAN","LEAF",2976,5638816
17,"germany","MERCEDES_BENZ","B 220",2964,5638816
17,"germany","KIA","EV6",2948,5638816
17,"germany","BMW","340",2930,5638816
17,"germany","PEUGEOT","108",2889,5638816
17,"germany","FORD","EXPLORER",2886,5638816
17,"germany","PEUGEOT","RIFTER",2883,5638816
17,"germany","FORD","KA/KA+",2861,5638816
17,"germany","RENAULT","GRAND SCENIC",2845,5638816
17,"germany","MERCEDES_BENZ","CLA 200 SHOOTING BRAKE",2838,5638816
17,"germany","VW","FOX",2837,5638816
17,"germany","VW","T6 CARAVELLE",2813,5638816
17,"germany","MERCEDES_BENZ","S 500",2811,5638816
17,"germany","MERCEDES_BENZ","GLC 43 AMG",2808,5638816
17,"germany","MERCEDES_BENZ","E 53 AMG",2785,5638816
17,"germany","BMW","440",2777,5638816
17,"germany","MG","ZS",2775,5638816
17,"germany","ALFA_ROMEO","GIULIA",2772,5638816
17,"germany","VW","EOS",2755,5638816
17,"germany","FIAT","600",2745,5638816
17,"germany","MERCEDES_BENZ","EQE",2743,5638816
17,"germany","OPEL","VECTRA",2743,5638816
17,"germany","BMW","740",2742,5638816
17,"germany","MERCEDES_BENZ","CLS 350",2740,5638816
17,"germany","MERCEDES_BENZ","EQV 300",2738,5638816
17,"germany","MAZDA","5",2737,5638816
17,"germany","MERCEDES_BENZ","A 170",2706,5638816
17,"germany","BMW","IX3",2702,5638816
17,"germany","VW","T6 KOMBI",2668,5638816
17,"germany","HYUNDAI","IX20",2665,5638816
17,"germany","RENAULT","TALISMAN",2654,5638816
17,"germany","BMW","535",2643,5638816
17,"germany","CITROEN","JUMPY",2622,5638816
17,"germany","VW","SCIROCCO",2619,5638816
17,"germany","VOLVO","V40",2610,5638816
17,"germany","FIAT","GRANDE PUNTO",2580,5638816
17,"germany","VW","T7 CALIFORNIA",2572,5638816
17,"germany","AUDI","Q8 E-TRON",2561,5638816
17,"germany","PORSCHE","997",2526,5638816
17,"germany","SEAT","ALTEA",2525,5638816
17,"germany","VOLVO","V70",2522,5638816
17,"germany","CITROEN","GRAND C4 PICASSO",2502,5638816
17,"germany","FORD","MUSTANG MACH-E",2483,5638816
17,"germany","VW","T6.1 TRANSPORTER",2470,5638816
17,"germany","VOLVO","S60",2463,5638816
17,"germany","MERCEDES_BENZ","CLA 45 AMG",2449,5638816
17,"germany","TOYOTA","OTHERS",2440,5638816
17,"germany","PORSCHE","CAYMAN",2432,5638816
17,"germany","BMW","730",2409,5638816
17,"germany","NISSAN","NAVARA",2407,5638816
17,"germany","HYUNDAI","IONIQ",2405,5638816
17,"germany","PEUGEOT","408",2402,5638816
17,"germany","MERCEDES_BENZ","CLK 200",2390,5638816
17,"germany","MERCEDES_BENZ","190",2387,5638816
17,"germany","VW","T6.1 MULTIVAN",2383,5638816
17,"germany","FORD","KA",2379,5638816
17,"germany","MERCEDES_BENZ","GLK 220",2358,5638816
17,"germany","MERCEDES_BENZ","EQA 350",2356,5638816
17,"germany","KIA","PRO_CEE'D",2346,5638816
17,"germany","FORD","GRAND TOURNEO",2336,5638816
17,"germany","MERCEDES_BENZ","GLC 400",2333,5638816
17,"germany","JAGUAR","E-PACE",2311,5638816
17,"germany","PEUGEOT","307",2306,5638816
17,"germany","TOYOTA","HILUX",2305,5638816
17,"germany","MERCEDES_BENZ","E 450",2300,5638816
17,"germany","JAGUAR","XF",2293,5638816
17,"germany","BMW","I5",2291,5638816
17,"germany","SKODA","RAPID/SPACEBACK",2288,5638816
17,"germany","MERCEDES_BENZ","OTHERS",2273,5638816
17,"germany","PEUGEOT","EXPERT",2265,5638816
17,"germany","AUDI","S4",2256,5638816
17,"germany","CITROEN","C4 PICASSO",2248,5638816
17,"germany","BMW","M5",2241,5638816
17,"germany","FORD","FUSION",2209,5638816
17,"germany","NISSAN","NOTE",2207,5638816
17,"germany","KIA","SOUL",2193,5638816
17,"germany","OPEL","FRONTERA",2182,5638816
17,"germany","FORD","EDGE",2173,5638816
17,"germany","MERCEDES_BENZ","GLC 63 AMG",2154,5638816
17,"germany","MERCEDES_BENZ","EQB 250",2152,5638816
17,"germany","HYUNDAI","I40",2121,5638816
17,"germany","MERCEDES_BENZ","CLA 250 SHOOTING BRAKE",2106,5638816
17,"germany","AUDI","RS Q8",2104,5638816
17,"germany","MERCEDES_BENZ","CLE 200",2101,5638816
17,"germany","MERCEDES_BENZ","A 35 AMG",2096,5638816
17,"germany","MERCEDES_BENZ","E 63 AMG",2083,5638816
17,"germany","AUDI","E-TRON GT",2074,5638816
17,"germany","MERCEDES_BENZ","GLE 63 AMG",2061,5638816
17,"germany","AUDI","SQ8",2057,5638816
17,"germany","MERCEDES_BENZ","220",2048,5638816
17,"germany","BMW","750",2045,5638816
17,"germany","AUDI","RS4",2043,5638816
17,"germany","VW","T6.1 CALIFORNIA",2043,5638816
17,"germany","MERCEDES_BENZ","S 400",2038,5638816
17,"germany","SUZUKI","SX4",2037,5638816
17,"germany","OPEL","AGILA",2030,5638816
17,"germany","BMW","335",2028,5638816
17,"germany","BMW","X3 M40",2028,5638816
17,"germany","BMW","420 GRAN COUPE",2024,5638816
17,"germany","MERCEDES_BENZ","SL 500",1999,5638816
17,"germany","SUZUKI","SX4 S-CROSS",1999,5638816
17,"germany","MERCEDES_BENZ","S 63 AMG",1998,5638816
17,"germany","DODGE","CHALLENGER",1987,5638816
17,"germany","MERCEDES_BENZ","E 320",1972,5638816
17,"germany","MERCEDES_BENZ","EQS",1960,5638816
17,"germany","HYUNDAI","IONIQ 6",1955,5638816
17,"germany","FORD","TOURNEO",1954,5638816
17,"germany","MERCEDES_BENZ","GLE 300",1944,5638816
17,"germany","KIA","VENGA",1912,5638816
17,"germany","MERCEDES_BENZ","EQE SUV",1909,5638816
17,"germany","TOYOTA","LAND CRUISER",1902,5638816
17,"germany","AUDI","RS5",1890,5638816
17,"germany","CITROEN","C4 CACTUS",1888,5638816
17,"germany","RENAULT","MODUS",1888,5638816
17,"germany","MERCEDES_BENZ","G 500",1887,5638816
17,"germany","SKODA","RAPID",1878,5638816
17,"germany","BMW","225",1873,5638816
17,"germany","VW","T4 MULTIVAN",1863,5638816
17,"germany","BMW","216",1854,5638816
17,"germany","OPEL","KARL",1842,5638816
17,"germany","MERCEDES_BENZ","200",1842,5638816
17,"germany","VW","LUPO",1831,5638816
17,"germany","BMW","M440",1829,5638816
17,"germany","FIAT","SCUDO",1819,5638816
17,"germany","BMW","523",1818,5638816
17,"germany","MG","MG3",1813,5638816
17,"germany","ALFA_ROMEO","GIULIETTA",1804,5638816
17,"germany","MERCEDES_BENZ","E 280",1799,5638816
17,"germany","VW","NEW BEETLE",1787,5638816
17,"germany","MERCEDES_BENZ","GLE 53 AMG",1772,5638816
17,"germany","SUZUKI","S-CROSS",1769,5638816
17,"germany","VW","ID. BUZZ",1768,5638816
17,"germany","TOYOTA","PROACE CITY",1760,5638816
17,"germany","HONDA","HR-V",1754,5638816
17,"germany","CITROEN","C5",1747,5638816
17,"germany","MINI","COOPER_CABRIO",1719,5638816
17,"germany","POLESTAR","2",1708,5638816
17,"germany","TOYOTA","VERSO",1703,5638816
17,"germany","NISSAN","TOWNSTAR",1699,5638816
17,"germany","ALFA_ROMEO","TONALE",1686,5638816
17,"germany","CHEVROLET","CAMARO",1682,5638816
17,"germany","CUPRA","TAVASCAN",1680,5638816
17,"germany","AUDI","OTHERS",1679,5638816
17,"germany","MERCEDES_BENZ","B 170",1678,5638816
17,"germany","RENAULT","MEGANE E-TECH",1665,5638816
17,"germany","FORD","TRANSIT COURIER",1654,5638816
17,"germany","VW","T5 CARAVELLE",1650,5638816
17,"germany","BMW","218 GRAN COUPE",1645,5638816
17,"germany","OPEL","CASCADA",1641,5638816
17,"germany","ALFA_ROMEO","OTHERS",1640,5638816
17,"germany","VW","K<U+00C4>FER",1614,5638816
17,"germany","MERCEDES_BENZ","A 45 AMG",1613,5638816
17,"germany","MERCEDES_BENZ","MARCO POLO",1612,5638816
17,"germany","AUDI","R8",1604,5638816
17,"germany","JAGUAR","XE",1597,5638816
17,"germany","MERCEDES_BENZ","C 350",1596,5638816
17,"germany","BMW","Z3",1589,5638816
17,"germany","BMW","M850",1586,5638816
17,"germany","CITROEN","DS3",1580,5638816
17,"germany","PEUGEOT","107",1576,5638816
17,"germany","MERCEDES_BENZ","CLA 180 SHOOTING BRAKE",1570,5638816
17,"germany","MERCEDES_BENZ","EQE 300",1548,5638816
17,"germany","HYUNDAI","STARIA",1538,5638816
17,"germany","PORSCHE","996",1520,5638816
17,"germany","MG","MG4",1519,5638816
17,"germany","JAGUAR","F-TYPE",1512,5638816
17,"germany","TOYOTA","PRIUS",1508,5638816
17,"germany","PEUGEOT","TRAVELLER",1505,5638816
17,"germany","MERCEDES_BENZ","S 580",1482,5638816
17,"germany","VW","POLO GTI",1476,5638816
17,"germany","MERCEDES_BENZ","SL 63 AMG",1466,5638816
17,"germany","HYUNDAI","KONA ELEKTRO",1463,5638816
17,"germany","AUDI","Q4",1447,5638816
17,"germany","VW","JETTA",1439,5638816
17,"germany","OPEL","TIGRA",1430,5638816
17,"germany","VW","CC",1430,5638816
17,"germany","MG","MG5",1429,5638816
17,"germany","BMW","135",1425,5638816
17,"germany","MG","HS",1419,5638816
17,"germany","OPEL","ANTARA",1418,5638816
17,"germany","MERCEDES_BENZ","CLA 35 AMG",1412,5638816
17,"germany","MERCEDES_BENZ","T-KLASSE",1408,5638816
17,"germany","CHEVROLET","CAPTIVA",1401,5638816
17,"germany","BMW","550",1393,5638816
17,"germany","JEEP","CHEROKEE",1387,5638816
17,"germany","BMW","640",1386,5638816
17,"germany","MERCEDES_BENZ","G 350",1380,5638816
17,"germany","BMW","220 GRAN COUPE",1376,5638816
17,"germany","BMW","128",1371,5638816
17,"germany","KIA","CARENS",1370,5638816
17,"germany","VOLVO","EX30",1361,5638816
17,"germany","FIAT","500L",1360,5638816
17,"germany","CHEVROLET","SPARK",1357,5638816
17,"germany","MINI","COOPER_S_CABRIO",1353,5638816
17,"germany","BMW","218 GRAN TOURER",1345,5638816
17,"germany","MERCEDES_BENZ","C 400",1331,5638816
17,"germany","RENAULT","LAGUNA",1329,5638816
